0.0,30.0,4.0,3.0,25839.965502840194
5.0,8.0,5.0,2.0,22370.81988534292
8.0,3.0,5.0,2.0,18749.139015294702
9.0,13.0,6.0,2.0,27278.202402295505
12.0,5.0,4.0,2.0,12864.580735967742
12.0,14.0,6.0,2.0,191352.71599324176
12.0,14.0,6.0,2.0,191352.71599324176
14.0,19.0,6.0,2.0,80226.44772505137
15.0,12.0,0.0,2.0,10366.235411775508
17.0,5.0,4.0,2.0,11698.446812404667
18.0,21.0,5.0,2.0,23026.487579224093
19.0,21.0,4.0,2.0,116446.98934614052
20.0,15.0,6.0,2.0,11157.944785559994
20.0,18.0,4.0,2.0,77933.13903853243
