2025-11-20T01:36:31.743,1986.8599899399578,1,2.5
2025-11-20T01:37:15.078,521.4306515408148,1,2.5
2025-11-20T01:38:01.338,521.4306515408148,1,2.5
2025-11-20T01:38:46.644,651.6682933191023,4,2.5
2025-11-20T01:39:32.698,651.6682933191023,4,2.5
2025-11-20T01:40:22.078,2483.1028392308235,8,2.5
2025-11-20T01:41:11.920,3103.287983128716,1,2.5
2025-11-20T01:42:00.114,2483.1028392308235,2,2.5
2025-11-20T01:42:48.961,267.11179101440644,1,2.5
2025-11-20T01:43:39.412,417.219846179133,4,2.5
2025-11-20T01:44:27.767,1589.7898298849648,2,2.5
2025-11-20T01:45:16.407,1986.8599899399578,8,2.5
2025-11-20T01:46:05.282,3878.3715176122846,2,2.5
2025-11-20T01:46:54.773,0.0,4,2.5
2025-11-20T01:47:41.318,814.4334898591816,4,2.5
2025-11-20T01:48:29.461,213.72200539816737,4,2.5
2025-11-20T01:49:18.862,1017.8505490349265,1,2.5
2025-11-20T01:50:07.950,814.4334898591816,2,2.5
2025-11-20T01:50:54.643,651.6682933191023,1,2.5
2025-11-20T01:51:43.619,1589.7898298849648,4,2.5
2025-11-20T01:52:31.688,1272.0728872420489,8,2.5
2025-11-20T02:38:02.759,1017.8505490349265,4,2.5
2025-11-20T02:38:46.098,333.83426972825475,1,2.5
2025-11-20T02:39:33.505,3103.287983128716,4,2.5
2025-11-20T02:40:19.150,3878.3715176122846,1,2.5
2025-11-20T02:41:06.006,267.11179101440644,8,2.5
2025-11-20T02:41:52.418,2483.1028392308235,2,2.5
2025-11-20T02:42:38.128,2483.1028392308235,8,2.5
2025-11-20T02:43:24.348,1017.8505490349265,8,2.5
2025-11-20T02:44:10.981,2483.1028392308235,8,2.5
2025-11-20T02:44:58.366,1986.8599899399578,4,2.5
2025-11-20T02:45:45.365,4847.0411805627045,2,2.5
2025-11-20T02:46:32.250,333.83426972825475,4,2.5
2025-11-20T02:47:17.992,0.0,4,2.5
2025-11-20T02:48:03.759,213.72200539816737,4,2.5
2025-11-20T02:48:49.244,4847.0411805627045,2,2.5
2025-11-20T02:49:35.411,1272.0728872420489,4,2.5
2025-11-20T02:50:22.022,333.83426972825475,8,2.5
2025-11-20T02:51:07.317,417.219846179133,1,2.5
2025-11-20T02:51:54.981,1986.8599899399578,2,2.5
2025-11-20T02:52:44.246,0.0,4,2.5
2025-11-20T02:53:32.477,4847.0411805627045,2,2.5
2025-11-20T02:54:22.641,267.11179101440644,8,2.5
2025-11-20T02:55:11.502,3103.287983128716,2,2.5
2025-11-20T03:39:42.178,3878.3715176122846,2,2.5
2025-11-20T03:40:26.724,814.4334898591816,1,2.5
2025-11-20T03:41:13.450,2483.1028392308235,1,2.5
2025-11-20T03:41:58.882,4847.0411805627045,2,2.5
2025-11-20T03:42:46.182,213.72200539816737,2,2.5
2025-11-20T03:43:31.378,814.4334898591816,4,2.5
2025-11-20T03:44:17.976,3878.3715176122846,4,2.5
2025-11-20T03:45:04.481,521.4306515408148,8,2.5
2025-11-20T03:45:50.127,1986.8599899399578,4,2.5
2025-11-20T03:46:37.195,2483.1028392308235,2,2.5
2025-11-20T03:47:23.810,1272.0728872420489,2,2.5
2025-11-20T03:48:10.312,1589.7898298849648,1,2.5
2025-11-20T03:48:56.700,814.4334898591816,4,2.5
2025-11-20T03:49:42.708,267.11179101440644,2,2.5
2025-11-20T03:50:28.412,651.6682933191023,1,2.5
2025-11-20T03:51:14.523,651.6682933191023,4,2.5
2025-11-20T03:52:01.432,521.4306515408148,2,2.5
2025-11-20T03:52:47.104,267.11179101440644,8,2.5
2025-11-20T03:53:34.031,521.4306515408148,1,2.5
2025-11-20T03:54:20.910,814.4334898591816,8,2.5
2025-11-20T03:55:07.558,521.4306515408148,8,2.5
2025-11-20T03:55:54.285,3103.287983128716,2,2.5
2025-11-20T03:56:39.806,1986.8599899399578,4,2.5
2025-11-20T04:42:59.899,0.0,1,2.5
2025-11-20T04:43:44.667,417.219846179133,4,2.5
2025-11-20T04:44:33.115,651.6682933191023,2,2.5
2025-11-20T04:45:21.158,1017.8505490349265,2,2.5
2025-11-20T04:46:08.850,814.4334898591816,8,2.5
2025-11-20T04:46:57.854,1986.8599899399578,2,2.5
2025-11-20T04:47:46.134,4847.0411805627045,4,2.5
2025-11-20T04:48:34.505,1017.8505490349265,2,2.5
2025-11-20T04:49:22.169,3103.287983128716,4,2.5
2025-11-20T04:50:10.884,0.0,8,2.5
2025-11-20T04:50:58.572,2483.1028392308235,8,2.5
2025-11-20T04:51:47.056,651.6682933191023,8,2.5
2025-11-20T04:52:35.133,814.4334898591816,2,2.5
2025-11-20T04:53:22.698,3878.3715176122846,8,2.5
2025-11-20T04:54:10.990,4847.0411805627045,2,2.5
2025-11-20T04:54:59.756,3103.287983128716,8,2.5
2025-11-20T04:55:49.963,1986.8599899399578,8,2.5
2025-11-20T04:56:38.080,1017.8505490349265,4,2.5
2025-11-20T04:57:26.375,0.0,8,2.5
2025-11-20T04:58:13.938,267.11179101440644,1,2.5
2025-11-20T04:59:03.094,1589.7898298849648,8,2.5
2025-11-20T05:44:27.481,1986.8599899399578,4,2.5
2025-11-20T05:45:12.037,1986.8599899399578,2,2.5
2025-11-20T05:45:58.855,3103.287983128716,4,2.5
2025-11-20T05:46:44.525,1272.0728872420489,1,2.5
2025-11-20T05:47:30.171,0.0,4,2.5
2025-11-20T05:48:15.752,3878.3715176122846,2,2.5
2025-11-20T05:49:02.863,3103.287983128716,1,2.5
2025-11-20T05:49:49.909,1589.7898298849648,1,2.5
2025-11-20T05:50:37.205,3103.287983128716,4,2.5
2025-11-20T05:51:25.596,3103.287983128716,2,2.5
2025-11-20T05:52:13.287,333.83426972825475,2,2.5
2025-11-20T05:53:03.381,651.6682933191023,8,2.5
2025-11-20T05:53:52.889,4847.0411805627045,2,2.5
2025-11-20T05:54:41.252,3103.287983128716,2,2.5
2025-11-20T05:55:30.715,1017.8505490349265,8,2.5
2025-11-20T05:56:19.649,1272.0728872420489,2,2.5
2025-11-20T05:57:09.117,521.4306515408148,1,2.5
