0,30,4,3,25839.965502840194
4,5,4,2,28273.471315474384
4,6,5,2,16397.283601689127
5,7,4,2,37933.72748708533
5,8,5,2,22370.81988534292
8,3,5,2,18749.139015294702
8,3,5,2,18749.139015294702
8,7,5,2,26087.39827435043
8,9,4,2,24615.677250150566
8,17,6,2,9629.306320068106
9,13,6,2,27278.202402295505
9,14,5,2,24639.641890237323
10,5,6,2,8295.41750499233
10,8,3,2,16368.65691105146
10,17,4,2,22015.399264235304
11,4,5,2,71096.53454049178
11,19,6,2,11318.687391795058
11,23,4,2,121919.17269523033
12,5,4,2,12864.580735967742
12,14,6,2,191352.71599324176
12,14,6,2,191352.71599324176
12,14,6,2,191352.71599324176
12,20,4,2,14384.758514806033
13,13,6,2,12170.894358732083
13,20,4,2,10966.329771082785
14,6,5,2,11057.705664627021
14,18,6,2,40217.357192725445
14,19,6,2,80226.44772505137
15,12,0,2,10366.235411775508
15,13,4,2,11433.867534149422
15,19,5,2,20945.996493866234
16,4,5,2,13329.682106596167
16,14,5,2,18255.632582032238
16,16,4,2,12972.417889640694
16,19,6,2,139345.36563548647
17,5,4,2,11698.446812404667
17,15,6,2,45114.1858646295
18,21,5,2,23026.487579224093
19,14,3,2,8496.073934910657
19,19,5,2,18641.026849314283
19,21,4,2,116446.98934614052
19,25,4,2,11009.301570462032
20,15,6,2,11157.944785559994
20,15,6,2,11157.944785559994
20,18,4,2,77933.13903853243
20,25,5,2,24387.0903500284
21,15,4,2,29404.59001532611
21,16,6,2,11810.791049896583
22,23,6,2,12829.43736081525
23,18,3,2,10439.850913391834
23,18,3,2,10439.850913391834
23,27,4,2,10071.011620673245
24,11,6,2,33158.299526628034
24,15,4,2,15157.014045389315
24,15,4,2,15157.014045389315
24,15,4,2,15157.014045389315
24,16,6,2,41067.5993904712
25,22,5,2,8020.484847476375
27,16,6,2,40293.02091957167
